Car_Truck	EngDisp	RatedHP	Transmission	Drive	Weight	Comp	AxleRatio	EVSpeedRatio	AC	PRP	FuelType	City_Highway	Valves_Cyl	FuelEcon
car	4.9981	500	M6	R	1.9278e+03	12	3.6200	40.6000	Y	31	61	highway	10	10.1386
truck	4.1623	275	L4	4	2.2680e+03	10.1000	3.4200	28	N	32	61	city	6	13.7552
truck	3.9493	261	L5	4	2.1546e+03	9.7000	3.1300	30	N	31	61	city	6	13.2890
truck	4.8014	270	L4	R	2.2680e+03	9.5000	3.2300	25.7000	N	32	61	highway	8	8.7767
truck	2.2942	143	L5	R	1.5309e+03	9.7000	4.1000	39	Y	31	61	highway	4	7.0848
truck	2.9169	190	M5	R	1.7577e+03	10	3.7300	33.4000	N	31	61	city	4	11.2007
truck	2.9169	190	M5	R	1.7010e+03	10	3.7300	30.5000	N	32	61	city	4	11.1476
truck	5.4077	300	L4	4	2.7216e+03	9.8000	4.1000	32.7000	Y	31	61	city	8	16.1106
car	2.5236	218	M6	4	1.7577e+03	9	4	36.2000	N	31	23	city	5	10.9402
car	1.9828	200	L6	4	1.8144e+03	10.5000	3.5400	34	N	1	61	highway	4	6.1574
truck	4.6703	271	L5	4	2.7216e+03	10	3.9100	30.2000	N	32	23	highway	8	10.3164
truck	3.9493	261	L5	R	2.1546e+03	9.7000	3.1300	30	N	31	61	highway	6	8.8095
car	4.6048	380	L8	R	2.1546e+03	11.8000	2.9400	25.3000	N	1	23	highway	8	6.8978
truck	2.1959	143	L4	F	1.5876e+03	10.4000	3.9100	36.5000	N	32	61	highway	4	6.1095
truck	5.5552	313	L5	R	2.7216e+03	9.8000	3.3600	29.9000	N	31	38	city	8	21.7791
car	1.6059	110	M5	F	1.2474e+03	10	4.0600	42	N	31	61	city	4	6.6445
car	5.4569	382	L7	R	2.0412e+03	10.7000	2.6500	26	N	31	61	city	8	14.7009
car	3.5068	210	L4	F	1.7577e+03	9.8000	2.8600	25.9000	N	32	61	city	6	10.1824
truck	3.7035	210	L4	4	1.9278e+03	9.2000	3.7300	31.2000	Y	31	61	city	6	12.5783
car	1.9992	166	L6	R	1.3041e+03	10.8000	4.1000	34.5000	N	31	61	city	4	9.1881
car	3.4577	306	L6	R	1.8144e+03	11.8000	4.0800	31.8000	N	1	23	city	6	10.5007
car	3.8346	263	L5	F	1.7577e+03	10.5000	3.3300	30.6000	N	31	23	highway	6	6.5156
truck	5.3258	310	L4	R	2.7216e+03	9.9000	3.7300	28.5000	N	31	61	city	8	13.5181
car	1.8026	260	M6	R	1.0773e+03	11.5000	4.5300	51	Y	1	61	city	4	9.3339
truck	5.6699	381	L6	4	2.7216e+03	10.2000	4.3000	27.7000	N	1	23	city	8	15.1751
car	1.9992	140	M6	F	1.4742e+03	9.7000	3.9300	42.2000	N	31	61	highway	4	5.4448
truck	5.4077	445	L4	4	2.9483e+03	9.8000	3.7300	28.3000	Y	1	61	city	8	18.2337
car	3.4905	306	M6	R	1.7577e+03	10.6000	3.6900	38.3000	N	31	61	city	6	10.9402
car	2.2942	260	S5	F	1.7577e+03	9.3000	2.4400	33.4000	N	32	61	highway	4	6.2892
truck	4.7031	230	L5	R	2.1546e+03	9	3.7300	29.9000	Y	32	61	highway	8	9.2604
truck	2.9988	215	L5	4	2.2680e+03	17.7000	3.7300	36.7000	Y	31	19	highway	6	7.6121
truck	2.1959	143	L4	F	1.5876e+03	10.4000	3.9100	36.5000	N	32	61	city	4	9.3711
car	5.9649	438	S6	R	2.3814e+03	11.3000	3.1500	27.2000	Y	31	61	highway	12	8.1956
truck	5.4077	300	L4	4	2.7216e+03	9.8000	3.5500	26.9000	Y	32	61	city	8	15.3735
car	3.8837	240	M6	F	1.7010e+03	9.8000	3.5500	27.5000	N	32	61	highway	6	6.6822
car	3.8018	355	M6	R	1.5876e+03	11.3000	3.4400	39.7000	N	1	61	highway	6	7.1494
car	1.6059	110	L4	F	1.3041e+03	10	4.0400	42	N	1	61	highway	4	5.2039
truck	4.8014	270	L4	R	2.1546e+03	9.5000	3.2300	25.7000	N	32	61	city	8	12.8533
car	2.2942	157	L4	F	1.7010e+03	9.7000	4.4200	42.8000	N	31	61	city	4	10.0091
truck	3.9493	250	L6	F	2.1546e+03	9.9000	2.2400	26.8000	Y	32	61	city	6	12.9953
car	2.9988	244	L5	F	1.7010e+03	10	4.4300	31.6000	N	1	61	highway	6	6.5886
truck	4.1951	200	L4	F	2.1546e+03	9.3000	3.5400	31.4000	Y	31	61	city	6	12.7834
car	2.4581	293	M6	4	1.6443e+03	8.2000	3.9000	41	N	31	61	city	4	11.3630
truck	4.5884	292	L6	4	2.3814e+03	9.8000	3.5500	29.2000	Y	32	61	city	8	15.0779
car	5.4077	300	M6	R	1.9278e+03	10	3.3100	26.9000	Y	1	61	highway	8	8.5845
car	2.3925	172	AV	4	1.6443e+03	10.5000	2.4100	30.6000	Y	31	61	highway	4	7.1712
truck	3.4905	245	AV	4	2.0412e+03	10.3000	5.1700	26.7000	N	31	61	city	6	10.8896
car	3.8346	260	L5	F	1.8144e+03	10.5000	3.3300	30	N	31	23	highway	6	7.0004
car	2.1959	148	L4	F	1.4742e+03	10	3.6300	34.4000	N	32	23	highway	4	5.8511
car	3.1299	255	L6	4	2.0412e+03	12.5000	3.5400	33.9000	N	31	61	city	6	11.0429
car	3.1955	250	L6	4	1.8144e+03	11.1000	3.6000	41.3000	N	1	61	city	6	10.1386
truck	4.7031	235	M6	4	2.4948e+03	8.5000	3.5500	30.7000	Y	31	61	highway	8	10.5477
truck	2.4581	173	M5	4	1.5876e+03	10	4.1100	42.9000	N	31	61	city	4	9.8830
truck	5.3258	310	L4	R	2.7216e+03	9.9000	3.7300	28.5000	N	31	61	highway	8	8.3706
car	4.5884	300	L5	R	1.8144e+03	10	3.3100	30	Y	1	61	highway	8	8.0830
truck	3.9493	236	L5	R	2.0412e+03	10	3.7300	31	N	31	61	city	6	11.5301
truck	2.2942	153	L4	4	1.7010e+03	9.7000	4.2300	36.3000	Y	31	61	highway	4	7.5148
car	3.8346	230	L5	F	1.8144e+03	10.5000	3.3300	30.4000	N	31	23	city	6	11.5301
truck	2.9825	203	AV	4	2.0412e+03	10	5.5400	48.2000	Y	31	61	city	6	11.3084
truck	5.5552	313	L5	R	2.7216e+03	9.8000	3.3600	29.9000	N	31	61	city	8	16.0010
truck	4.4081	311	L6	4	2.3814e+03	10.4000	3.3300	27.4000	N	1	23	highway	8	9.0816
truck	4.6703	271	L5	R	2.4948e+03	10	3.9100	30.2000	N	32	61	highway	8	9.8416
truck	5.3258	295	L4	R	2.1546e+03	9.5000	3.2300	25.7000	N	32	61	city	8	13.1405
truck	2.9825	148	L5	R	1.7577e+03	9.6000	4.1000	36.9000	Y	31	61	highway	6	8.5845
car	4.9653	512	L6	4	1.7010e+03	11	3.0800	23.9000	N	31	61	city	10	17.6853
truck	3.9493	236	L5	4	2.1546e+03	10	3.7300	31	N	1	61	city	6	12.0623
truck	4.1623	350	L6	4	2.4948e+03	12.5000	4.3200	35.9000	N	31	61	highway	8	9.8006
car	3.4905	268	L5	4	2.0412e+03	10.5000	3.2700	36.9000	N	1	61	highway	6	7.7886
truck	5.4077	300	L4	4	2.7216e+03	9.8000	3.5500	26.9000	Y	32	38	highway	8	13.9180
truck	2.9169	190	M5	R	1.7577e+03	10	3.7300	33.4000	N	31	61	highway	4	6.9590
truck	5.5552	318	L5	R	2.7216e+03	9.8000	3.3600	29.9000	N	31	61	highway	8	9.9247
truck	5.9649	360	L4	4	2.7216e+03	9.7000	4.1000	31.2000	N	32	61	highway	8	9.6796
car	4.6048	234	L4	R	2.1546e+03	9.4000	3.2700	28.8000	Y	1	61	highway	8	8.0278
truck	5.4077	300	L4	4	2.7216e+03	9.8000	3.7300	28.3000	Y	31	61	city	8	15.1751
truck	4.6703	271	L5	4	2.7216e+03	10	4.1000	32.2000	N	1	23	city	8	14.4303
car	5.9977	450	L6	4	2.2680e+03	10.8000	3.3200	29.7000	N	1	61	city	12	14.7934
truck	3.9985	207	L5	4	1.9278e+03	9.7000	4.1000	35.6000	Y	32	61	city	6	14.1696
car	4.9981	500	S7	R	1.9278e+03	12	3.6200	38.8000	Y	31	61	highway	10	10.5477
car	4.9653	512	L6	R	1.5309e+03	11	3.0800	23.9000	N	31	61	city	10	17.0445
truck	2.9825	148	M5	R	2.2952e+03	9.6000	3.7300	37.5000	Y	31	61	city	6	11.7607
car	3.4577	303	L6	4	1.9278e+03	11.8000	3.7700	29.7000	N	1	23	city	6	10.5953
truck	5.4077	300	L6	R	2.7216e+03	9.6000	3.3100	25.9000	Y	31	61	highway	8	9.4464
truck	2.4581	173	M5	4	1.5876e+03	10	4.1100	42.9000	N	31	61	highway	4	6.6258
truck	3.9493	239	M6	4	2.0412e+03	10	3.9100	34.2000	N	1	23	city	6	13.0675
truck	4.5884	292	L6	4	2.3814e+03	9.8000	3.5500	29.2000	Y	32	61	city	8	15.1751
car	2.7858	250	M6	F	1.7577e+03	9.5000	3.5300	33.8000	N	32	61	city	6	12.5783
truck	5.5552	305	L5	R	2.4948e+03	9.8000	3.3600	30	N	31	61	city	8	15.5771
truck	3.8837	240	L4	F	2.1546e+03	9.8000	3.2900	28.9000	N	1	61	highway	6	7.8931
car	2.4417	165	L5	F	1.6443e+03	10.3000	2.4400	34.6000	N	31	23	highway	5	6.0157
truck	4.5884	231	L4	4	2.4948e+03	9.4000	3.5500	27.8000	Y	32	61	highway	8	9.8416
truck	4.5884	292	L6	R	2.2680e+03	9.8000	3.5500	29.7000	Y	32	61	city	8	14.3424
car	1.6059	114	AV	F	1.3608e+03	10.6000	4.0500	36.8000	Y	31	61	highway	4	5.6137
truck	5.4077	300	L6	R	2.7216e+03	9.6000	3.3100	25.9000	Y	31	61	city	8	15.3735
truck	3.7035	210	L4	R	1.9278e+03	9.7000	3.7300	30.5000	Y	31	61	highway	6	7.7120
car	3.4577	303	L6	R	1.8144e+03	11.8000	3.7700	29.7000	N	31	61	city	6	9.9247
truck	2.9825	200	L4	4	1.7577e+03	10	3.7700	31.6000	Y	31	61	highway	6	7.9734
car	2.4581	175	M5	4	1.6443e+03	10	3.9000	42.4000	N	31	61	city	4	9.7196
car	1.9992	150	M5	F	1.4175e+03	10	4.1000	43.7000	N	31	61	highway	4	5.2039
truck	3.8837	240	L4	F	2.1546e+03	9.8000	3.2900	28.9000	N	1	61	city	6	12.3797
car	6.7515	500	L6	R	2.7216e+03	7.8000	2.9200	24.9000	N	31	61	highway	8	11.2543
car	4.9653	512	L6	4	1.8144e+03	11	3.0800	23.9000	N	31	61	highway	10	10.6432
truck	6.2107	503	S7	4	2.4948e+03	11.3000	3.4500	29.6000	N	31	61	highway	8	11.3630
truck	2.6547	173	L4	4	1.8144e+03	10	4.4100	40.5000	N	1	61	highway	6	7.9464
car	1.9828	200	L6	F	1.7010e+03	10.5000	3.2000	32.7000	N	31	61	city	4	9.6796
truck	2.2942	110	L4	F	1.6443e+03	9.7000	4.2300	36.3000	Y	31	61	city	4	9.4464
truck	3.9985	210	L5	4	2.4948e+03	9.7000	3.7300	30.6000	Y	1	61	city	6	15.5771
car	4.9653	512	S6	4	1.7010e+03	11	3.0800	23.9000	N	31	61	city	10	17.6853
car	3.4905	268	L7	R	1.8144e+03	10.5000	3.0700	30.5000	N	31	61	highway	6	7.0635
truck	3.9493	236	L5	4	1.9278e+03	10	3.7300	30.6000	N	32	61	highway	6	8.5533
truck	2.4253	150	L4	F	1.9278e+03	9.4000	2.6900	34.9000	Y	31	61	highway	6	6.9590
truck	5.3258	295	L4	4	2.7216e+03	9.5000	3.4200	27.2000	N	32	38	highway	8	13.7552
truck	4.1951	202	L4	R	2.2680e+03	9.3000	3.3100	30.7000	Y	31	61	city	6	13.4408
car	1.6059	103	A4	F	1.3041e+03	9.5000	3.8400	41.1000	Y	1	23	highway	4	5.3458
truck	3.9985	210	L5	4	2.2680e+03	9.7000	3.7300	31.8000	Y	31	61	highway	6	9.1881
car	1.6059	168	M6	F	1.4175e+03	8.3000	2.8700	44.6000	Y	31	61	highway	4	6.0157
car	2.4908	201	L7	R	1.7577e+03	11.4000	3.2700	33.7000	N	31	61	city	6	11.2007
truck	5.3258	295	L4	4	2.7216e+03	9.5000	3.4200	27.2000	N	32	38	city	8	20.2771
car	1.9992	120	L4	F	1.4175e+03	9.5000	4.0400	44.2000	N	1	23	highway	4	5.8511
car	4.1951	400	L6	R	1.9278e+03	11	2.8700	25.4000	N	31	61	city	8	12.5783
car	1.9828	132	L4	F	1.4175e+03	10.1000	3.8500	38.7000	N	1	61	highway	4	5.1134
car	1.9992	126	A4	F	1.4742e+03	10.8000	3.8500	41.5000	Y	33	23	city	4	10.0519
truck	3.2938	180	L4	F	1.9278e+03	9.3000	2.4900	32.3000	Y	31	61	city	6	10.9913
car	5.4569	382	L7	4	2.2680e+03	10.7000	2.6500	24.7000	N	1	61	city	8	13.6753
truck	3.7035	210	M6	4	1.9278e+03	9.2000	3.5500	36.2000	Y	31	61	city	6	12.0623
truck	3.5724	255	S5	4	2.0412e+03	10.2000	2.4800	30.6000	N	31	61	city	6	12.1873
car	1.9992	260	M5	R	1.5309e+03	9.2000	3.7300	35.4000	N	31	61	city	4	9.7196
car	2.4581	173	L4	4	1.5309e+03	10	4.1100	39.9000	N	31	61	highway	4	6.3744
truck	2.9825	203	AV	F	1.9278e+03	10	5.1900	45.1000	Y	31	61	highway	6	6.8776
truck	5.4077	300	L6	R	2.7216e+03	9.6000	3.3100	25.9000	Y	31	61	city	8	15.1751
car	1.9992	150	L4	F	1.4175e+03	10	3.6800	37.4000	N	31	61	highway	4	5.4701
truck	5.4077	300	L4	4	2.7216e+03	9.8000	3.7300	28.3000	Y	31	61	city	8	15.1751
truck	5.5552	313	L5	R	2.7216e+03	9.8000	2.9400	26.1000	N	31	61	highway	8	9.6399
truck	3.9493	261	M6	4	2.1546e+03	9.7000	3.6900	32.4000	N	31	61	city	6	12.5114
truck	2.2942	153	L4	4	1.7010e+03	9.7000	4.2300	36.3000	Y	31	61	highway	4	7.7120
truck	3.5724	255	S5	4	2.0412e+03	10.2000	2.4800	30.6000	N	31	61	highway	6	8.1389
truck	3.7854	190	L4	4	2.0412e+03	8.7000	4.1000	33.6000	Y	31	61	city	6	13.2143
car	4.6048	234	L4	R	2.1546e+03	9.4000	3.2700	28.8000	Y	1	61	city	8	12.5783
truck	2.2942	143	L5	R	1.6443e+03	9.7000	4.1000	39	Y	32	61	city	4	9.9667
truck	4.5884	292	L6	4	2.3814e+03	9.8000	3.5500	29.2000	Y	32	61	city	8	15.0779
truck	5.9649	390	L4	4	2.3814e+03	10.9000	4.1000	33	N	32	61	highway	8	10.7404
car	2.9661	231	L5	4	1.8144e+03	10.5000	3.8900	37.3000	N	31	61	highway	6	7.5632
truck	4.6703	335	L7	4	2.4948e+03	10.7000	3.7000	30.6000	N	31	61	highway	8	9.8830
truck	3.4741	244	L5	F	2.1546e+03	10	4.3100	29.4000	N	1	61	highway	6	7.0213
car	3.4905	306	S5	4	1.8144e+03	10.6000	3.6900	40.7000	N	31	61	highway	6	7.3048
truck	5.5552	305	L5	R	2.4948e+03	9.8000	2.9400	26.2000	N	31	61	highway	8	9.9667
truck	3.9493	261	L5	4	2.1546e+03	9.7000	3.3600	32.1000	N	31	61	highway	6	9.1168
car	1.9828	132	L4	F	1.4742e+03	10.1000	3.8500	40	N	31	61	city	4	8.1108
car	2.4581	175	S4	4	1.7010e+03	10	4.1100	39.8000	N	1	61	city	4	9.5229
car	4.3098	479	S6	R	1.7010e+03	11.1000	4.4400	48	Y	31	61	highway	8	10.5477
car	4.9981	500	S7	R	1.9278e+03	12	3.6200	38.8000	Y	31	61	highway	10	9.4086
truck	5.3258	310	L4	4	2.7216e+03	9.9000	3.7300	28.4000	N	32	61	highway	8	9.2241
truck	3.6543	245	L4	R	2.2680e+03	10.1000	3.7300	31.4000	N	32	61	highway	5	9.4086
car	2.2942	160	M5	F	1.5876e+03	9.7000	4.3900	44.9000	N	31	61	city	4	8.9435
truck	5.5552	313	L5	4	2.7216e+03	9.8000	2.9400	26.1000	N	31	61	city	8	15.8929
truck	5.5552	305	L5	4	2.4948e+03	9.8000	3.3600	30	N	31	61	highway	8	10.2714
truck	4.2934	195	L4	4	2.2680e+03	9.5000	3.7300	28.4000	N	32	61	city	6	13.4408
car	4.1623	344	L6	4	2.0412e+03	11	3.5400	33.9000	N	31	61	highway	8	7.6617
truck	3.9985	207	M5	4	1.9278e+03	9.7000	3.7300	34.2000	Y	31	61	city	6	12.7834
truck	4.5884	292	L6	4	2.3814e+03	9.8000	3.5500	29.2000	Y	32	61	city	8	15.1751
car	4.8014	360	S6	R	1.8144e+03	10.5000	3.4600	31.1000	Y	31	61	city	8	11.8795
car	4.1623	344	S6	4	1.9278e+03	11	3.5400	33.9000	N	31	61	highway	8	8.4610
car	1.9828	130	L4	F	1.4175e+03	10	3.7300	38.9000	Y	1	61	city	4	8.1108
car	3.1299	255	L6	4	1.9278e+03	12.5000	3.5400	33.9000	N	31	61	highway	6	6.8376
truck	5.5552	305	L5	R	2.4948e+03	9.8000	2.9400	26.2000	N	31	61	city	8	15.4746
truck	3.7854	205	L4	F	2.0412e+03	9.6000	2.7000	30.8000	Y	32	61	highway	6	7.3735
car	4.9653	512	M6	4	1.7010e+03	11	3.0800	23.9000	N	31	61	highway	10	10.2714
truck	2.9988	213	L6	F	1.8144e+03	9.5000	3.5700	30.9000	N	31	23	city	6	10.7897
truck	3.7854	190	M6	4	1.9278e+03	8.7000	4.1000	40.9000	Y	31	61	highway	6	10.0519
car	1.4912	109	M5	F	1.2474e+03	10.4000	4.2900	48.3000	N	31	61	highway	4	4.8800
car	3.7854	250	S4	F	1.8144e+03	8.5000	2.9300	26.5000	N	32	61	city	6	11.4182
truck	3.9493	236	L5	4	2.1546e+03	10	3.7300	31	N	1	61	city	6	12.1873
truck	5.5552	318	L5	4	2.7216e+03	9.8000	3.3600	29.9000	N	31	61	city	8	16.2217
truck	3.9985	207	L5	4	1.9278e+03	9.7000	4.1000	35	Y	1	61	city	6	14.2554
car	4.6048	234	L4	R	2.1546e+03	9.4000	3.2700	28.8000	Y	1	61	highway	8	7.8405
truck	3.9985	210	L5	4	2.4948e+03	9.7000	3.7300	30.6000	Y	1	61	highway	6	10.1386
truck	5.3258	295	L4	R	2.7216e+03	9.5000	3.4200	27.2000	N	31	38	highway	8	13.2143
car	3.1299	255	M6	4	1.8144e+03	12.5000	4.3800	38.9000	N	31	61	highway	6	6.8776
car	4.1951	300	L6	R	1.9278e+03	11	2.8700	26.8000	N	31	61	highway	8	7.1277
truck	5.9649	390	L4	R	2.2680e+03	10.9000	4.1000	20	N	32	61	highway	8	9.8830
truck	5.5552	305	L5	4	2.4948e+03	9.8000	2.9400	26.2000	N	31	38	city	8	21.1905
truck	1.9665	140	L4	F	1.6443e+03	10.1000	4.6300	43.3000	N	1	61	city	4	9.6006
car	3.7854	264	L5	F	1.8144e+03	10.4000	3.3300	32.3000	N	1	61	highway	6	6.9590
truck	2.3597	166	L4	4	1.7577e+03	9.8000	3.0800	38.8000	N	31	61	highway	4	6.5886
car	3.6052	325	L5	4	1.7577e+03	3	3.5600	41.4000	N	1	61	city	6	11.2007
truck	5.4077	300	L4	4	2.7216e+03	9.8000	3.7300	28.3000	Y	31	61	highway	8	10.5953
truck	3.6543	190	L4	R	1.8144e+03	10	3.7300	32	N	31	61	city	5	12.2508
car	1.9992	170	M6	R	1.2474e+03	10.8000	4.1000	48.9000	N	31	61	highway	4	6.1095
car	3.4905	268	L7	R	1.7577e+03	10.5000	2.8200	29.1000	N	31	61	highway	6	6.6258
car	2.4745	150	L6	F	1.6443e+03	9.5000	3.5000	32.7000	N	1	61	highway	5	6.0622
car	2.4908	204	L6	R	1.7577e+03	12	3.9100	30.8000	N	32	61	city	6	8.7117
truck	2.2942	153	M5	4	1.6443e+03	9.7000	4.4200	43.3000	Y	1	61	highway	4	6.6822
car	6.4893	631	S6	4	1.9278e+03	11	2.5300	25.9000	N	31	61	highway	12	11.8198
truck	3.4741	247	L5	4	2.1546e+03	10	4.5300	28.3000	N	1	61	city	6	12.9953
car	2.3597	158	L5	F	1.6443e+03	9.8000	3.3900	31.9000	N	31	61	highway	4	5.5345
truck	2.9825	148	L5	4	1.8144e+03	9.6000	4.1000	37	Y	1	61	highway	6	9.1881
truck	3.4905	245	AV	F	1.9278e+03	10.3000	5.1700	26.7000	N	31	61	city	6	10.5953
car	4.6048	220	L4	R	2.0412e+03	9.4000	2.7300	28.8000	Y	31	61	highway	8	7.3505
car	3.9985	202	M5	R	1.6443e+03	9.7000	3.3100	29	Y	31	61	highway	6	6.6072
truck	2.2942	153	L4	4	1.7010e+03	9.7000	4.2300	36.3000	Y	31	61	highway	4	7.5148
car	3.8346	263	M6	F	1.7577e+03	10.5000	3.2400	33.6000	N	31	23	highway	6	6.7981
car	2.2942	160	L5	F	1.5876e+03	9.7000	3.8600	36.3000	N	31	61	city	4	8.8427
car	4.1623	344	S6	4	1.9278e+03	11	3.5400	33.9000	N	31	61	city	8	15.5771
car	1.6059	168	S6	F	1.4742e+03	8.3000	3.6800	35	Y	31	61	city	4	9.6006
car	2.3761	162	M5	F	1.6443e+03	9.5000	4.3100	44.4000	N	31	61	highway	4	6.0779
car	1.6059	110	L4	F	1.3041e+03	10	4.0400	42	N	1	61	city	4	7.8667
car	4.3098	479	M6	R	1.7010e+03	11.1000	4.4400	48	Y	31	61	city	8	16.9219
truck	3.7035	215	M6	R	2.2680e+03	9.2000	3.5500	32.3000	Y	31	61	highway	6	8.7767
car	5.5061	543	L5	R	2.9483e+03	9	2.8200	27.2000	N	1	61	city	12	18.3761
truck	3.5724	255	M5	R	2.1546e+03	10.3000	3.2300	28.8000	N	32	61	city	6	12.8533
truck	5.5552	305	L5	4	2.4948e+03	9.8000	3.3600	30	N	31	38	highway	8	14.3424
truck	3.9493	261	M6	4	2.0412e+03	9.7000	3.5400	31.1000	N	31	61	highway	6	8.6476
car	2.7858	209	L5	R	1.8144e+03	10.5000	3.4200	34.6000	N	32	61	city	6	11.7607
truck	4.4081	311	L6	4	2.2680e+03	10.4000	3.3300	27.4000	N	31	23	city	8	14.4303
car	1.9992	120	M5	F	1.4175e+03	9.5000	3.7200	43.8000	N	31	23	city	4	7.8405
car	4.4901	335	S5	R	1.9278e+03	10.5000	3.3600	36.5000	N	31	61	city	8	12.0623
truck	3.9493	261	M6	R	2.0412e+03	9.7000	3.5400	31.1000	N	31	61	city	6	11.9398
truck	5.3258	295	L4	4	2.7216e+03	9.5000	3.4200	27.2000	N	32	61	city	8	15.1751
truck	3.9493	239	M6	4	2.0412e+03	10	3.9100	34.2000	N	1	23	highway	6	9.5229
truck	2.3597	166	M5	4	1.7577e+03	9.7000	4.7600	49.6000	N	31	61	highway	4	7.5148
truck	3.8346	225	L4	F	1.9278e+03	10	4.0100	33.1000	N	31	23	city	6	12.1245
truck	5.3258	295	L4	4	2.3814e+03	9.5000	3.4200	26	N	32	38	city	8	18.3761
truck	4.7031	230	C6	R	2.1546e+03	9	3.2100	30.2000	Y	1	61	city	8	14.3424
car	2.4581	173	L4	4	1.5876e+03	10	4.1100	39.9000	N	31	61	city	4	9.6399
car	2.9825	203	AV	4	1.9278e+03	10	5.1900	46.5000	Y	31	61	city	6	11.0950
car	4.5720	320	S6	4	2.0412e+03	10.5000	3.2300	27.9000	N	31	61	city	8	13.8362
truck	5.5552	318	L5	4	2.7216e+03	9.8000	3.3600	29.9000	N	31	61	highway	8	10.3164
car	3.8346	263	L5	F	1.7577e+03	10.5000	3.3300	30	N	31	23	city	6	11.0950
car	1.2946	212	M6	R	1.5309e+03	10	4.3000	33.4000	N	31	61	highway	2	7.3735
truck	4.4081	311	L6	4	2.3814e+03	10.4000	3.3300	27.4000	N	1	23	highway	8	9.1168
truck	4.2934	195	L4	R	2.1546e+03	9.5000	3.2300	25.7000	N	32	61	city	6	12.5114
truck	3.9493	266	L5	4	2.3814e+03	9.7000	3.3600	32.1000	N	31	61	city	6	13.3645
truck	3.4905	245	AV	4	1.9278e+03	10.3000	5.1700	26.7000	N	31	61	highway	6	7.4200
car	2.4745	150	L6	F	1.5876e+03	9.5000	3.5000	32.7000	N	1	61	city	5	9.4845
truck	5.4077	300	L4	4	2.7216e+03	9.8000	3.7300	28.3000	Y	31	61	city	8	15.6810
truck	5.4077	300	L4	4	2.7216e+03	9.8000	3.5500	26.9000	Y	32	61	highway	8	10.3619
car	1.6059	103	M5	F	1.3041e+03	9.5000	3.8400	41.1000	Y	1	23	city	4	7.9734
car	1.9828	200	L6	F	1.7010e+03	10.3000	3.1400	40.7000	N	31	61	city	4	8.6476
car	2.3597	162	L4	F	1.7010e+03	10.5000	4.0400	39.3000	N	1	61	city	4	9.8830
car	5.7519	611	S6	R	1.9278e+03	11.2000	4.1800	38.3000	Y	33	61	highway	12	12.3797
truck	2.4581	230	L4	4	1.6443e+03	8.4000	4.1100	38.1000	N	1	61	highway	4	7.3967
car	2.4581	243	M6	4	1.7577e+03	8.4000	3.9000	37.2000	N	31	61	city	4	11.0429
car	5.9977	600	L6	4	2.7216e+03	9.5000	3.5300	30.4000	N	1	61	highway	12	10.1824
truck	3.1955	235	L6	4	2.2680e+03	10.8000	4.0600	33.4000	N	31	23	city	6	13.1405
truck	4.1951	202	L4	R	2.2680e+03	9.3000	3.7300	30.2000	Y	32	61	city	6	13.6753
truck	3.5724	267	L6	4	2.3814e+03	10.2000	3.1600	26.2000	N	31	61	highway	6	7.5876
car	1.9992	210	M6	F	1.6443e+03	9.5000	3.5500	38.5000	N	31	6	city	4	9.7196
truck	4.1951	202	L4	R	2.2680e+03	9.3000	3.7300	30.2000	Y	1	61	city	6	14.1696
truck	4.1951	395	L6	4	2.7216e+03	10.5000	3.7300	32.7000	Y	1	61	city	8	15.8929
truck	4.1623	350	L6	4	2.7216e+03	12.5000	4.3200	35.9000	N	1	61	highway	8	9.9247
truck	2.9825	148	M5	4	1.7577e+03	9.6000	4.1000	39.1000	Y	31	61	city	6	12.7143
truck	2.3597	166	L5	F	1.7010e+03	9.7000	4.5000	31.5000	N	31	61	city	4	9.2970
truck	2.3597	166	L4	4	1.7577e+03	9.8000	3.0800	39.2000	N	1	23	city	4	9.6796
car	1.9828	138	M5	F	1.4742e+03	10.1000	3.8400	46.4000	N	31	61	highway	4	5.5870
car	2.9988	253	L5	F	1.7577e+03	10	4.3800	31.1000	N	31	61	city	6	7.5148
truck	3.7035	210	L5	R	2.1546e+03	9.2000	3.0700	30.4000	Y	32	61	highway	6	8.3115
car	3.1299	255	L6	4	2.0412e+03	12.5000	3.5400	33.9000	N	31	61	highway	6	6.9181
truck	2.2942	143	L5	R	1.6443e+03	9.7000	4.1000	39	Y	32	61	city	4	9.9667
car	3.5724	240	L4	F	1.8144e+03	10.3000	3.6900	33.4000	N	32	61	city	6	11.2007
truck	2.9169	190	M5	R	1.7010e+03	10	3.7300	30.5000	N	32	61	highway	4	7.1494
car	1.9992	210	S5	F	1.7010e+03	9.5000	2.4400	33.1000	N	32	61	city	4	10.0950
car	3.1299	255	AV	F	1.9278e+03	12.5000	5.0800	28.2000	N	31	61	highway	6	6.3060
truck	2.9825	148	L5	4	1.8144e+03	9.6000	4.1000	37	Y	1	61	city	6	13.5962
car	2.3761	162	L4	F	1.6443e+03	9.5000	4.2100	38.9000	N	31	23	highway	4	6.3230
truck	5.9649	360	L4	R	2.3814e+03	9.7000	3.7300	28.4000	N	32	61	highway	8	9.2604
car	4.5884	300	L5	R	1.8144e+03	10	3.3100	30	Y	1	61	city	8	12.7143
truck	2.9825	200	L4	F	1.7010e+03	10	3.7700	31.6000	Y	31	61	city	6	10.6916
